dateUSA,maars,taglom,dynamo
20/10/2002,0.407969398,0.098387202,0
20/11/2002,0.409260013,0.098600722,0
20/11/2002,0.412210145,0.098224498,0
20/11/2002,0.413943921,0.097424915,0
20/11/2002,0.412968599,0.100821064,0
20/11/2002,0.417108106,0.107720965,0
20/11/2002,0.42188636,0.111959847,0
20/11/2002,0.420587457,0.113984579,0
20/11/2002,0.418556613,0.113971601,0
20/11/2002,0.421001841,0.116901149,0
20/11/2002,0.416155761,0.108768147,0
20/11/2002,0.420689895,0.106948854,0
20/11/2002,0.422656377,0.104745441,0
20/11/2002,0.425323906,0.105564679,0
20/11/2002,0.428185176,0.100453679,0
20/11/2002,0.42686537,0.095893957,0
20/11/2002,0.426820532,0.093196137,0
20/11/2002,0.429059986,0.090538689,0
20/11/2002,0.431813852,0.094200872,0
20/11/2002,0.431304449,0.08969256,0
20/11/2002,0.431171578,0.088930378,0
20/11/2002,0.432229335,0.091175583,0
20/12/2002,0.437216596,0.092690479,0
20/12/2002,0.435982926,0.095054003,0
20/12/2002,0.43924766,0.094479589,0
20/12/2002,0.437405067,0.100088249,0
20/12/2002,0.43351425,0.103966405,0
20/12/2002,0.434174025,0.106830829,0
20/12/2002,0.438120238,0.110372359,0
20/12/2002,0.436959367,0.112422119,0
20/12/2002,0.440665222,0.125299894,0
20/12/2002,0.438860805,0.133996693,0
20/12/2002,0.438865212,0.139145635,0
20/12/2002,0.441364137,0.138598347,0
20/12/2002,0.43843928,0.14725927,0
20/12/2002,0.43979761,0.150079391,0
20/12/2002,0.437795569,0.148836557,0
20/12/2002,0.438002432,0.155160884,0
20/12/2002,0.439357418,0.157363784,0
20/12/2002,0.440941999,0.157363784,0
20/12/2002,0.437514638,0.164916899,0
20/12/2002,0.443281456,0.1712622,0
20/12/2002,0.44360384,0.163366752,0
20/12/2002,0.442089394,0.167917496,0
20/1/2003,0.442514417,0.167917496,0
20/1/2003,0.439812722,0.159141529,0
20/1/2003,0.44515057,0.163849495,0
20/1/2003,0.447929425,0.157671049,0
20/1/2003,0.450281919,0.160722136,0
20/1/2003,0.449016469,0.162650453,0
